model,threshold,n,prevalence,harm,test_pos_rate,tp_rate,fp_rate,net_benefit,net_intervention_avoided
XGBoost_prob,0.0,1083,0.08310249307479224,0.0,0.8217913204062789,0.08217913204062789,0.7396121883656509,0.08217913204062789,-inf
XGBoost_prob,0.01,1083,0.08310249307479224,0.0,0.7414589104339797,0.08125577100646353,0.6602031394275162,0.0745870524263876,0.07386888273314866
XGBoost_prob,0.02,1083,0.08310249307479224,0.0,0.579870729455217,0.08125577100646353,0.4986149584487535,0.07107995552791754,0.3277931671283473
XGBoost_prob,0.03,1083,0.08310249307479224,0.0,0.5253924284395198,0.08033240997229917,0.44506001846722065,0.06656766713310677,0.38227146814404434
XGBoost_prob,0.04,1083,0.08310249307479224,0.0,0.4967682363804247,0.07940904893813482,0.41735918744228995,0.06201908279470607,0.4108956602031396
XGBoost_prob,0.05,1083,0.08310249307479224,0.0,0.45706371191135736,0.07756232686980609,0.37950138504155123,0.05758856976235602,0.4321329639889195
XGBoost_prob,0.06,1083,0.08310249307479224,0.0,0.3878116343490305,0.07386888273314865,0.3139427516158818,0.05382998369383704,0.45829485995690966
XGBoost_prob,0.07,1083,0.08310249307479224,0.0,0.3591874422899354,0.07109879963065559,0.2880886426592798,0.04941470824769904,0.4693312227938268
XGBoost_prob,0.08,1083,0.08310249307479224,0.0,0.33702677746999077,0.06740535549399815,0.2696214219759926,0.043960014452607485,0.466759002770083
XGBoost_prob,0.09,1083,0.08310249307479224,0.0,0.3250230840258541,0.0664819944598338,0.25854108956602034,0.04091199659066695,0.4903047091412742
XGBoost_prob,0.1,1083,0.08310249307479224,0.0,0.3056325023084026,0.06463527239150507,0.24099722991689748,0.03785780240073869,0.5096952908587259
XGBoost_prob,0.11,1083,0.08310249307479224,0.0,0.2853185595567867,0.06094182825484764,0.22437673130193905,0.033209872700675394,0.5132208511709897
XGBoost_prob,0.12,1083,0.08310249307479224,0.0,0.26500461680517085,0.05724838411819021,0.20775623268698062,0.02891798875178376,0.5195444752231456
XGBoost_prob,0.13,1083,0.08310249307479224,0.0,0.24284395198522624,0.05632502308402586,0.1865189289012004,0.028454378535570625,0.5511755096242631
XGBoost_prob,0.14,1083,0.08310249307479224,0.0,0.22530009233610343,0.05355493998153278,0.17174515235457063,0.025596426807532907,0.5636459569977577
XGBoost_prob,0.15,1083,0.08310249307479224,0.0,0.21975992613111728,0.05263157894736842,0.16712834718374883,0.0231383412090598,0.577100646352724
XGBoost_prob,0.16,1083,0.08310249307479224,0.0,0.2188365650969529,0.05263157894736842,0.16620498614958448,0.020973486347447563,0.5907202216066483
XGBoost_prob,0.17,1083,0.08310249307479224,0.0,0.20406278855032317,0.048938134810710986,0.1551246537396122,0.01716561537006752,0.5949703981315517
XGBoost_prob,0.18,1083,0.08310249307479224,0.0,0.1837488457987073,0.047091412742382266,0.13665743305632502,0.017093439632457266,0.616189596799015
XGBoost_prob,0.19,1083,0.08310249307479224,0.0,0.15420129270544783,0.0443213296398892,0.10987996306555864,0.01854701731586927,0.6416873207950625
XGBoost_prob,0.2,1083,0.08310249307479224,0.0,0.15143120960295475,0.0443213296398892,0.10710987996306556,0.017543859649122806,0.65466297322253
XGBoost_prob,0.21,1083,0.08310249307479224,0.0,0.14958448753462603,0.0443213296398892,0.10526315789473685,0.01633998387040219,0.6657433056325024
XGBoost_prob,0.22,1083,0.08310249307479224,0.0,0.14035087719298245,0.0443213296398892,0.09602954755309327,0.017236072637734683,0.6833711071938219
XGBoost_prob,0.23,1083,0.08310249307479224,0.0,0.14035087719298245,0.0443213296398892,0.09602954755309327,0.015637179072082116,0.6910353687422218
XGBoost_prob,0.24,1083,0.08310249307479224,0.0,0.14035087719298245,0.0443213296398892,0.09602954755309327,0.013996209359965008,0.6980609418282548
XGBoost_prob,0.25,1083,0.08310249307479224,0.0,0.1348107109879963,0.04339796860572484,0.09141274238227147,0.012927054478301017,0.706371191135734
XGBoost_prob,0.26,1083,0.08310249307479224,0.0,0.11080332409972299,0.038781163434903045,0.07202216066481995,0.013476079958074413,0.7187300234391648
XGBoost_prob,0.27,1083,0.08310249307479224,0.0,0.10064635272391505,0.03508771929824561,0.06555863342566945,0.010840005565463759,0.7215211518073938
XGBoost_prob,0.28,1083,0.08310249307479224,0.0,0.10064635272391505,0.03508771929824561,0.06555863342566945,0.009592695188263046,0.7278723123598471
XGBoost_prob,0.29,1083,0.08310249307479224,0.0,0.0951061865189289,0.03508771929824561,0.06001846722068329,0.01057313409543131,0.7393256280447036
XGBoost_prob,0.3,1083,0.08310249307479224,0.0,0.0951061865189289,0.03508771929824561,0.06001846722068329,0.009365519060809915,0.744844567559249
XGBoost_prob,0.31,1083,0.08310249307479224,0.0,0.08956602031394276,0.0332409972299169,0.05632502308402585,0.007935552076224123,0.7495904447025885
XGBoost_prob,0.32,1083,0.08310249307479224,0.0,0.08771929824561403,0.032317636195752536,0.0554016620498615,0.006246265819347122,0.7535780240073869
XGBoost_prob,0.33,1083,0.08310249307479224,0.0,0.08771929824561403,0.032317636195752536,0.0554016620498615,0.00503025040999985,0.7583871960603263
XGBoost_prob,0.34,1083,0.08310249307479224,0.0,0.08587257617728532,0.03139427516158818,0.05447830101569714,0.003329695850471468,0.7620444299603499
XGBoost_prob,0.35000000000000003,1083,0.08310249307479224,0.0,0.07017543859649122,0.028624192059095104,0.04155124653739612,0.006250443923574111,0.7741722727872313
XGBoost_prob,0.36,1083,0.08310249307479224,0.0,0.06925207756232687,0.028624192059095104,0.040627885503231764,0.005771006463527236,0.779419308505181
