model,threshold,n,prevalence,harm,test_pos_rate,tp_rate,fp_rate,net_benefit,net_intervention_avoided
XGBoost_prob,0.0,397,0.17380352644836272,0.0,0.9848866498740554,0.17380352644836272,0.8110831234256927,0.17380352644836272,
XGBoost_prob,0.01,397,0.17380352644836272,0.0,0.947103274559194,0.17380352644836272,0.7732997481108312,0.16599241788158664,0.05289672544080478
XGBoost_prob,0.02,397,0.17380352644836272,0.0,0.818639798488665,0.1712846347607053,0.6473551637279598,0.1580733048887061,0.05541561712846262
XGBoost_prob,0.03,397,0.17380352644836272,0.0,0.8060453400503779,0.1712846347607053,0.6347607052896725,0.15165286037030307,0.1099916036943749
XGBoost_prob,0.04,397,0.17380352644836272,0.0,0.7934508816120907,0.1712846347607053,0.6221662468513854,0.14536104114189757,0.14357682619647402
XGBoost_prob,0.05,397,0.17380352644836272,0.0,0.72544080604534,0.16624685138539044,0.5591939546599497,0.13681559061381415,0.12342569269521485
XGBoost_prob,0.06,397,0.17380352644836272,0.0,0.7128463476070529,0.16624685138539044,0.5465994962216625,0.1313575218393269,0.16120906801007576
XGBoost_prob,0.07,397,0.17380352644836272,0.0,0.6775818639798489,0.163727959697733,0.5138539042821159,0.12505078410660597,0.178481468154012
XGBoost_prob,0.08,397,0.17380352644836272,0.0,0.6599496221662469,0.15869017632241814,0.5012594458438288,0.11510239842295478,0.15113350125944588
XGBoost_prob,0.09,397,0.17380352644836272,0.0,0.6146095717884131,0.15869017632241814,0.455919395465995,0.11359924710050653,0.2174643157010913
XGBoost_prob,0.1,397,0.17380352644836272,0.0,0.5944584382871536,0.1561712846347607,0.43828715365239296,0.10747271200671704,0.2292191435768262
XGBoost_prob,0.11,397,0.17380352644836272,0.0,0.5642317380352645,0.15365239294710328,0.4105793450881612,0.10290663119463392,0.2525761392260133
XGBoost_prob,0.12,397,0.17380352644836272,0.0,0.5264483627204031,0.14609571788413098,0.38035264483627207,0.09422944813373024,0.24265323257766566
XGBoost_prob,0.13,397,0.17380352644836272,0.0,0.4836272040302267,0.13350125944584382,0.35012594458438284,0.0811835895654188,0.20635535748885872
XGBoost_prob,0.14,397,0.17380352644836272,0.0,0.45843828715365237,0.1309823677581864,0.32745591939546603,0.07767559018218029,0.23569629363080236
XGBoost_prob,0.15,397,0.17380352644836272,0.0,0.3979848866498741,0.12342569269521411,0.27455919395465994,0.07497407023262706,0.2661628883291353
XGBoost_prob,0.16,397,0.17380352644836272,0.0,0.3425692695214106,0.1158690176322418,0.22670025188916879,0.07268801727240012,0.2953400503778337
XGBoost_prob,0.17,397,0.17380352644836272,0.0,0.34005037783375314,0.1158690176322418,0.22418136020151136,0.06995235349458284,0.31915839383612377
XGBoost_prob,0.18,397,0.17380352644836272,0.0,0.33249370277078083,0.1158690176322418,0.21662468513853905,0.06831725747987957,0.34564791491743624
XGBoost_prob,0.19,397,0.17380352644836272,0.0,0.3249370277078086,0.1158690176322418,0.20906801007556675,0.06682837329352861,0.37014450483892336
XGBoost_prob,0.2,397,0.17380352644836272,0.0,0.30982367758186397,0.11335012594458438,0.1964735516372796,0.06423173803526448,0.3879093198992443
XGBoost_prob,0.21,397,0.17380352644836272,0.0,0.3047858942065491,0.11335012594458438,0.19143576826196473,0.06246213691292287,0.40734077006117303
XGBoost_prob,0.22,397,0.17380352644836272,0.0,0.26448362720403024,0.10327455919395466,0.16120906801007556,0.057805334883420524,0.4149301580032058
XGBoost_prob,0.23,397,0.17380352644836272,0.0,0.26448362720403024,0.10327455919395466,0.16120906801007556,0.0551212012169191,0.4288686890811521
XGBoost_prob,0.24,397,0.17380352644836272,0.0,0.25692695214105793,0.10075566750629723,0.1561712846347607,0.051438419726899116,0.43870696893366923
XGBoost_prob,0.25,397,0.17380352644836272,0.0,0.2518891687657431,0.0982367758186398,0.15365239294710328,0.0470193115029387,0.4458438287153652
XGBoost_prob,0.26,397,0.17380352644836272,0.0,0.22670025188916876,0.08816120906801009,0.1385390428211587,0.03948532915787325,0.4439062197248596
XGBoost_prob,0.27,397,0.17380352644836272,0.0,0.22418136020151133,0.08564231738035265,0.1385390428211587,0.034401849487595317,0.44929564325030313
XGBoost_prob,0.28,397,0.17380352644836272,0.0,0.2040302267002519,0.08312342569269522,0.12090680100755667,0.03610411418975651,0.4721122706009357
XGBoost_prob,0.29,397,0.17380352644836272,0.0,0.1964735516372796,0.08060453400503778,0.11586901763224182,0.03327775215524887,0.482150612351255
XGBoost_prob,0.3,397,0.17380352644836272,0.0,0.18387909319899245,0.07808564231738035,0.10579345088161209,0.0327455919395466,0.49706129303106633
XGBoost_prob,0.31,397,0.17380352644836272,0.0,0.18387909319899245,0.07808564231738035,0.10579345088161209,0.030555251341583614,0.5073535386365483
XGBoost_prob,0.32,397,0.17380352644836272,0.0,0.16876574307304787,0.07304785894206549,0.09571788413098237,0.028004148762779665,0.5163727959697733
XGBoost_prob,0.33,397,0.17380352644836272,0.0,0.16876574307304787,0.07304785894206549,0.09571788413098237,0.02590322944471596,0.5259140523624152
XGBoost_prob,0.34,397,0.17380352644836272,0.0,0.1486146095717884,0.06297229219143577,0.08564231738035263,0.01885352263186016,0.5254111720254853
XGBoost_prob,0.35000000000000003,397,0.17380352644836272,0.0,0.14609571788413098,0.06297229219143577,0.08312342569269522,0.01821352451075372,0.5372436128103634
XGBoost_prob,0.36,397,0.17380352644836272,0.0,0.1385390428211587,0.06297229219143577,0.07556675062972291,0.020465994962216627,0.5535964175762664
